ACSF1,0.20444033830062674,0.419484745116885
Adiac,0.14436028292323283,0.46589597116824394
AllGestureWiimoteX,0.11201504705027357,0.2504707357831283
AllGestureWiimoteY,0.12508590322119262,0.2615161256906979
AllGestureWiimoteZ,0.13616224752301198,0.28531657578250713
ArrowHead,0.2782399067223161,0.2683685801874938
Beef,0.1382667964946446,0.3068302782355494
BeetleFly,0.4076533631402459,0.3463930761115562
BirdChicken,0.5510163805012828,0.45919214897964467
BME,0.22080108658061956,0.2406984351025066
Car,0.21716982688074501,0.22617717686970562
CBF,0.9807237658869286,0.965874093544888
Chinatown,0.7847005298495596,0.6550432130706458
ChlorineConcentration,0.01655922605614871,0.012941538095459839
CinCECGTorso,0.4381868971133912,0.5509721742870208
Coffee,0.13877220507110682,0.11723886519296152
Computers,0.0325604763361508,0.04302447667108768
CricketX,0.11232852519898344,0.276616429782029
CricketY,0.179398626575105,0.36922093286224145
CricketZ,0.11787488216757179,0.27969660154392906
Crop,0.23077951021373191,0.456018699279056
DiatomSizeReduction,0.789299594119846,0.8072021329141497
DistalPhalanxOutlineAgeGroup,0.21096899550476203,0.34401265258154196
DistalPhalanxOutlineCorrect,0.008513391352341852,0.01453812155411073
DistalPhalanxTW,0.12211591915578929,0.45906693092527673
DodgerLoopDay,0.19052538181094794,0.2910420096699719
DodgerLoopGame,0.046148702231677885,0.03796230401383606
DodgerLoopWeekend,0.6686833635387354,0.5405466881725776
Earthquakes,0.01363650414540314,0.00526378749506442
ECG200,0.21180675313790498,0.13646272910099982
ECG5000,0.4612526660154513,0.5068160255552134
ECGFiveDays,0.00498558402399876,0.005530924894794181
ElectricDevices,0.21133574332870644,0.2081425003871174
EOGHorizontalSignal,0.12792462790902318,0.30878068642228124
EOGVerticalSignal,0.07624875868249346,0.18416095823986245
EthanolLevel,0.014979709390279991,0.024982733293165412
FaceAll,0.46288042545280733,0.645214313361366
FaceFour,0.2952271607030542,0.4096117489946673
FacesUCR,0.4950142692979133,0.6454168499244802
FiftyWords,0.2260040609833895,0.5902981851049455
Fish,0.3627049250856336,0.4588409736433394
FordA,0.14986139559849382,0.23531214200559053
FordB,0.19534324484737742,0.24109037415533124
FreezerRegularTrain,0.17895463188156924,0.1477415959586116
FreezerSmallTrain,0.2276662413446409,0.18187258652229443
Fungi,0.7402549308408168,0.8975411409672138
GestureMidAirD1,0.29738715178432434,0.6192705652112226
GestureMidAirD2,0.39196670522026866,0.7013754463953503
GestureMidAirD3,0.12652620689606106,0.4655465641308042
GesturePebbleZ1,0.4739691599248125,0.611683213782464
GesturePebbleZ2,0.44031420190323034,0.6014151029616819
GunPoint,0.024137890984598714,0.02181679335122511
GunPointAgeSpan,0.06397242454094214,0.1692408781494519
GunPointMaleVersusFemale,0.04394617192514261,0.15847860244487627
GunPointOldVersusYoung,0.05007629360900822,0.1812574516320159
Ham,0.027189552737089034,0.022497172187557597
HandOutlines,0.04869061051028926,0.03228766595076897
Haptics,0.07918819526131439,0.11964956861211556
Herring,0.06298947074658279,0.04521249841852674
HouseTwenty,-0.0019006374024826752,0.007509429109719769
InlineSkate,0.0311046743821163,0.08727053428155823
InsectEPGRegularTrain,0.4063421633918259,0.43927605881966386
InsectEPGSmallTrain,0.42573856642936925,0.47498360107288407
InsectWingbeatSound,0.09450167727531471,0.18911308981694686
ItalyPowerDemand,-0.0006690262820610612,0.0001190262904582302
LargeKitchenAppliances,0.007556125288458838,0.01845854095973124
Lightning2,0.01081354495618532,0.00871244391874432
Lightning7,0.2375291543080105,0.4308987298409606
Mallat,0.5263708961189432,0.6842548030721469
Meat,0.4223508888958208,0.5861456892222675
MedicalImages,0.09305258735230533,0.30888004343411657
MelbournePedestrian,0.3118468311441386,0.48818031784336546
MiddlePhalanxOutlineAgeGroup,0.23255619078006676,0.3752906289491587
MiddlePhalanxOutlineCorrect,-0.005380139338141913,0.007869376001794832
MiddlePhalanxTW,0.14404914971853358,0.43950832584232014
MixedShapesRegularTrain,0.5878335428508968,0.6378804106318408
MixedShapesSmallTrain,0.5396161182291058,0.5918633753044169
MoteStrain,0.6127783546195839,0.5946216728377623
NonInvasiveFetalECGThorax1,0.2745801687887995,0.5653045837118689
NonInvasiveFetalECGThorax2,0.41852773381209935,0.6994978204417928
OliveOil,0.4761924199440782,0.5546458113883971
OSULeaf,0.5128504387196723,0.6185605604184001
PhalangesOutlinesCorrect,-0.0007834120501241708,4.2294268534793806e-05
Phoneme,0.10887932883249396,0.3606870704644498
PickupGestureWiimoteZ,0.4626026805015132,0.6791506966767413
PigAirwayPressure,0.04933974975938402,0.5797696055303538
PigArtPressure,0.2033366626252935,0.6877858617795767
PigCVP,0.047813775505313384,0.5907186341594393
PLAID,0.2744070229511678,0.4155100127254835
Plane,0.9674377413879345,0.9757577447017839
PowerCons,0.44290202696761105,0.35429914700384374
ProximalPhalanxOutlineAgeGroup,0.35656672785561083,0.4545238742476429
ProximalPhalanxOutlineCorrect,0.05304632405042484,0.04785814293295528
ProximalPhalanxTW,0.22739391129301645,0.4663435565216801
RefrigerationDevices,0.1156999631519718,0.12259713111220681
Rock,0.23068425031678255,0.3699424153444491
ScreenType,0.0018949591056762415,0.006304061375044154
SemgHandGenderCh2,-0.026674280120727627,0.07763187908191631
SemgHandMovementCh2,0.05125998953557701,0.11443859709261896
SemgHandSubjectCh2,0.20193840814467034,0.2962037950159091
ShakeGestureWiimoteZ,0.564576037355407,0.7366227339703979
ShapeletSim,0.3939229128003131,0.3230082803314609
ShapesAll,0.4739817144932997,0.7618966536532995
